V,I,G,P,no_module_fault,fault,partial_shading
138.86004,10.15294,854.13382,1409.837655,0,0,0
135.23928,10.13656,854.20791,1370.861076,0,0,0
135.21717,10.11622,854.1962,1367.886639,0,0,0
136.81423,10.11374,853.97713,1383.703551,0,0,0
137.0833,10.14169,854.12744,1390.256333,0,0,0
133.5252,10.16302,853.88302,1357.019278,0,0,0
136.96587,10.10487,853.93114,1384.022311,0,0,0
137.63929,10.11765,854.04504,1392.586162,0,0,0
137.16742,10.15399,854.14809,1392.796611,0,0,0
132.66704,10.16141,854.09784,1348.084187,0,0,0
141.59704,9.89811,854.31309,1401.543078,0,0,0
141.09363,9.89425,854.37611,1396.015649,0,0,0
142.75371,9.83705,854.40357,1404.275383,0,0,0
143.63353,9.8571,854.65203,1415.810069,0,0,0
139.64977,9.89251,854.75316,1381.486746,0,0,0
139.24496,9.86162,854.47745,1373.180882,0,0,0
142.7069,9.84255,854.43274,1404.599799,0,0,0
140.62667,9.87084,854.52323,1388.103359,0,0,0
140.28017,9.85302,854.57539,1382.183321,0,0,0
143.19269,9.85675,854.38462,1411.414547,0,0,0
138.85534,9.98686,854.55325,1386.728841,0,0,0
140.59468,9.97243,854.82406,1402.070605,0,0,0
141.149,9.97336,854.79149,1407.729791,0,0,0
137.64405,10.00545,854.66374,1377.19066,0,0,0
139.72772,10.0028,854.62776,1397.668438,0,0,0
139.18635,9.92205,854.64948,1381.013924,0,0,0
141.85,9.92004,854.77381,1407.157674,0,0,0
136.94467,9.98853,854.82832,1367.875945,0,0,0
134.32434,9.9801,854.5245,1340.570346,0,0,0
136.7908,9.95791,854.48192,1362.150475,0,0,0
138.00472,10.08322,854.40634,1391.531953,0,0,0
136.26264,10.05475,854.31841,1370.08678,0,0,0
136.95443,10.03619,854.47681,1374.500681,0,0,0
135.84108,10.04599,854.46255,1364.658131,0,0,0
135.17045,10.06572,854.46425,1360.587902,0,0,0
136.21775,10.06387,854.15256,1370.877728,0,0,0
138.22155,10.04077,854.3429,1387.850793,0,0,0
137.19272,10.04241,854.602,1377.745543,0,0,0
134.54021,10.05838,854.52152,1353.256557,0,0,0
141.02819,10.01214,854.48724,1411.993982,0,0,0
140.25284,10.03898,855.16194,1407.995456,0,0,0
139.06321,10.03157,855.4121,1395.022326,0,0,0
138.79227,10.05261,855.12553,1395.224561,0,0,0
139.08836,10.06497,855.15151,1399.920171,0,0,0
136.21492,10.05341,855.44361,1369.424439,0,0,0
140.37598,10.01841,855.31395,1406.344122,0,0,0
137.0584,10.0513,855.02419,1377.615096,0,0,0
137.28322,10.06699,855.29309,1382.028803,0,0,0
139.34123,10.0377,855.18259,1398.665464,0,0,0
137.23853,10.02379,855.21367,1375.650205,0,0,0
138.02153,10.04332,854.86323,1386.194393,0,0,0
138.04354,10.0923,854.76849,1393.176819,0,0,0
141.69664,10.06474,854.87303,1426.13984,0,0,0
138.44091,10.02068,854.86302,1387.272058,0,0,0
136.73492,10.05747,854.98523,1375.207356,0,0,0
136.71311,10.0745,854.7257,1377.316227,0,0,0
138.53161,10.06508,854.82725,1394.331737,0,0,0
137.10952,10.05226,855.09424,1378.260544,0,0,0
140.3568,10.02686,854.75806,1407.337984,0,0,0
135.2121,10.05066,854.68737,1358.970845,0,0,0
141.73152,9.95929,855.42339,1411.54531,0,0,0
136.76595,9.96438,855.78468,1362.787897,0,0,0
136.8982,9.93728,855.90178,1360.395745,0,0,0
137.24607,9.94666,855.92265,1365.139995,0,0,0
140.90353,9.94715,855.78468,1401.588548,0,0,0
140.24545,9.96012,855.67312,1396.861511,0,0,0
141.15245,9.98905,855.82237,1409.978881,0,0,0
137.83709,9.98428,855.63693,1376.204101,0,0,0
139.92379,9.93151,855.98992,1389.65452,0,0,0
139.12779,9.98439,855.6925,1389.106115,0,0,0
141.87445,9.91797,855.05613,1407.106539,0,0,0
139.32245,9.95281,855.47065,1386.649874,0,0,0
139.23438,9.95713,855.24348,1386.374822,0,0,0
142.23674,9.93176,855.04335,1412.661165,0,0,0
139.50593,9.96492,855.21006,1390.165432,0,0,0
136.189,9.97492,855.17386,1358.47438,0,0,0
138.77425,9.99372,855.1168,1386.870998,0,0,0
137.58559,9.9527,855.21687,1369.348102,0,0,0
141.582,9.94422,854.98757,1407.922556,0,0,0
138.05412,9.96891,855.06656,1376.249097,0,0,0
138.82664,9.96869,854.98693,1383.919738,0,0,0
136.50832,9.97858,854.93562,1362.159192,0,0,0
134.42501,9.94939,854.84599,1337.44685,0,0,0
139.62917,9.90356,855.0442,1382.825863,0,0,0
137.57299,9.96581,854.83449,1371.026279,0,0,0
137.17425,10.01329,855.22368,1373.565546,0,0,0
138.97347,9.97003,854.99055,1385.569665,0,0,0
140.13399,9.93172,854.90283,1391.771551,0,0,0
138.23355,9.96684,854.77978,1377.751675,0,0,0
137.83638,9.94323,854.79979,1370.538829,0,0,0
139.84377,9.94124,854.16661,1390.22048,0,0,0
138.5804,9.98952,854.19791,1384.351677,0,0,0
138.70947,9.95081,854.24688,1380.271581,0,0,0
138.55424,9.97763,854.16661,1382.442942,0,0,0
139.37256,9.97831,854.173,1390.702609,0,0,0
140.22333,9.95066,854.27264,1395.314681,0,0,0
139.54136,9.92397,854.15128,1384.80427,0,0,0
139.16833,9.96688,854.33502,1387.074045,0,0,0
140.67814,9.95495,854.11232,1400.44385,0,0,0
139.55173,9.91861,853.88472,1384.159185,0,0,0
141.31289,9.95947,854.25135,1407.401489,0,0,0
139.16029,9.93916,854.07826,1383.136388,0,0,0
136.38498,9.96751,854.1896,1359.418652,0,0,0
138.62312,9.96388,854.16448,1381.224133,0,0,0
139.38258,9.9193,854.11849,1382.577626,0,0,0
139.94232,9.96027,853.99011,1393.863292,0,0,0
139.59744,9.98594,854.06548,1394.01166,0,0,0
140.12144,9.93743,854.09422,1392.447001,0,0,0
139.30195,9.95342,854.11338,1386.530815,0,0,0
139.9077,9.98429,854.05909,1396.87905,0,0,0
139.59541,9.98487,853.8926,1393.842021,0,0,0
139.42985,9.95414,854.06846,1387.904247,0,0,0
139.19334,9.96386,853.89026,1386.902953,0,0,0
136.98242,10.00472,853.88622,1370.470757,0,0,0
140.00331,9.96067,853.75656,1394.52677,0,0,0
143.18499,9.94722,853.62392,1424.292596,0,0,0
139.82646,9.95145,853.62711,1391.476025,0,0,0
138.316,9.92829,853.97244,1373.24136,0,0,0
135.08339,9.97009,853.79083,1346.793556,0,0,0
140.85367,10.00361,853.74761,1409.045182,0,0,0
136.14628,9.95249,853.89303,1354.99449,0,0,0
138.52554,9.97175,854.23793,1381.342053,0,0,0
140.18613,9.9427,854.23815,1393.828635,0,0,0
140.89679,9.9552,853.84278,1402.655724,0,0,0
133.04912,9.97744,853.95775,1327.489612,0,0,0
139.82611,9.9569,854.17768,1392.234595,0,0,0
143.22128,9.96466,854.04824,1427.15136,0,0,0
139.24172,9.99128,854.07783,1391.203012,0,0,0
138.61538,9.96789,854.13936,1381.70286,0,0,0
138.79835,9.97297,854.04355,1384.231781,0,0,0
139.13169,9.94567,853.29988,1383.757875,0,0,0
141.85365,9.92812,853.19683,1408.34006,0,0,0
140.88925,9.95638,853.35757,1402.746911,0,0,0
138.65946,9.93955,853.38248,1378.212636,0,0,0
139.41918,9.93779,853.0825,1385.518533,0,0,0
139.01204,9.93397,853.12891,1380.941435,0,0,0
138.29611,9.93738,853.29242,1374.300998,0,0,0
138.68112,9.95402,853.43571,1380.434642,0,0,0
135.55906,9.96291,853.34395,1350.562714,0,0,0
139.38081,9.9358,853.17022,1384.859852,0,0,0
137.2323,10.05704,854.10977,1380.15073,0,0,0
133.2574,10.03514,853.88728,1337.256665,0,0,0
138.30744,10.04521,853.95647,1389.327279,0,0,0
137.67821,10.03123,854.57241,1381.08179,0,0,0
141.22675,10.05756,854.15149,1420.396512,0,0,0
137.42246,10.05464,854.13978,1381.733363,0,0,0
138.80513,10.029,854.11764,1392.076649,0,0,0
137.98701,10.00375,854.17513,1380.387551,0,0,0
135.78905,10.08857,854.17385,1369.917336,0,0,0
139.82191,10.06999,854.51684,1408.005235,0,0,0
138.87988,10.01182,853.99842,1390.44036,0,0,0
138.55909,10.01493,854.12446,1387.659587,0,0,0
137.60138,10.05831,853.89643,1384.037336,0,0,0
138.24149,10.02553,853.72547,1385.944205,0,0,0
141.3013,10.01311,854.01715,1414.86546,0,0,0
138.25814,10.04511,854.21899,1388.818225,0,0,0
135.02251,10.05289,854.06931,1357.366441,0,0,0
137.00783,10.05349,853.86578,1377.406849,0,0,0
134.25874,10.05016,853.87557,1349.321818,0,0,0
139.57724,10.04332,853.92496,1401.818886,0,0,0
137.77949,10.05855,854.21473,1385.861889,0,0,0
138.15752,10.05295,854.19024,1388.890641,0,0,0
136.54077,10.01204,854.51705,1367.051651,0,0,0
138.31463,10.0244,854.3116,1386.521177,0,0,0
137.25958,10.04614,854.48767,1378.928957,0,0,0
137.55689,10.04868,854.56155,1382.265169,0,0,0
137.27507,10.06225,854.42678,1381.296073,0,0,0
138.60611,10.05699,854.30904,1393.960262,0,0,0
136.44627,10.05352,854.38015,1371.765304,0,0,0
136.9966,10.06894,854.42231,1379.410546,0,0,0
136.65465,10.05863,854.01651,1374.558562,0,0,0
138.20697,10.02538,854.15447,1385.577393,0,0,0
138.79086,10.02743,853.88941,1391.715633,0,0,0
138.28639,10.07669,854.0872,1393.469083,0,0,0
138.48525,10.03205,854.00821,1389.290952,0,0,0
135.1293,10.01479,854.12999,1353.291562,0,0,0
135.29147,10.0563,854.22303,1360.53161,0,0,0
139.53336,10.07592,854.31011,1405.926973,0,0,0
136.82775,10.02672,853.89516,1371.933537,0,0,0
139.81492,9.99151,854.36099,1396.962171,0,0,0
136.47041,10.01164,853.70461,1366.292616,0,0,0
136.51921,10.04445,853.83299,1371.260379,0,0,0
137.85,10.03482,853.81574,1383.299937,0,0,0
137.56772,10.06727,853.52023,1384.931381,0,0,0
138.11526,10.06813,853.65181,1390.562393,0,0,0
137.39741,10.06554,853.80893,1382.979126,0,0,0
138.13698,10.04278,853.95562,1387.2793,0,0,0
137.08345,10.0435,853.71972,1376.79763,0,0,0
138.77162,10.04348,853.91602,1393.74999,0,0,0
138.53343,10.0304,853.74804,1389.545716,0,0,0
137.47889,9.96909,853.62988,1370.539428,0,0,0
137.83441,9.94814,853.67246,1371.196007,0,0,0
139.46432,9.90851,853.655,1381.883609,0,0,0
140.47311,9.96049,853.93859,1399.181007,0,0,0
140.03499,9.97959,853.62775,1397.491786,0,0,0
138.10929,9.98628,853.63307,1379.198041,0,0,0
139.44312,9.93789,853.59454,1385.770388,0,0,0
139.95715,9.93677,853.72781,1390.722009,0,0,0
138.78043,9.9719,853.54791,1383.90457,0,0,0
134.46828,9.97121,853.76081,1340.811458,0,0,0
140.23664,9.9624,854.03163,1397.093502,0,0,0
141.66623,9.94578,854.2077,1408.981157,0,0,0
140.85939,9.94014,854.16469,1400.162057,0,0,0
139.95943,9.96238,854.20153,1394.329026,0,0,0
136.37572,9.99461,854.2143,1363.022135,0,0,0
138.55282,9.94247,853.88345,1377.557256,0,0,0
139.00956,9.9104,854.13936,1377.640343,0,0,0
140.40873,9.94636,854.39357,1396.555776,0,0,0
138.86202,9.97171,854.39144,1384.691793,0,0,0
139.09003,9.95312,854.1219,1384.379759,0,0,0
140.70051,9.95299,853.73207,1400.390769,0,0,0
137.18711,9.95872,854.24581,1366.208016,0,0,0
140.75852,9.96342,854.11913,1402.436253,0,0,0
138.87999,9.92431,853.83725,1378.288074,0,0,0
139.57476,9.93983,854.02354,1387.349387,0,0,0
138.09891,9.97941,853.94391,1378.145643,0,0,0
137.90547,10.00895,854.0163,1380.288954,0,0,0
135.08547,9.95258,853.83874,1344.448947,0,0,0
139.00693,9.90747,853.92177,1377.206989,0,0,0
139.25519,9.9958,853.91964,1391.967028,0,0,0
142.75199,9.88795,854.26561,1411.52454,0,0,0
139.04089,9.8577,854.3018,1370.623381,0,0,0
142.2746,9.80358,854.13318,1394.800423,0,0,0
139.15993,9.85523,854.00672,1371.453117,0,0,0
141.31567,9.84198,854.13446,1390.825998,0,0,0
136.75815,9.85113,854.26135,1347.222314,0,0,0
139.46913,9.87818,854.02886,1377.701171,0,0,0
138.78362,9.85322,854.5377,1367.46554,0,0,0
139.17375,9.86336,854.0542,1372.720799,0,0,0
141.04231,9.88376,854.0972,1394.028342,0,0,0
135.85272,9.96707,853.77401,1354.05357,0,0,0
142.22814,9.93915,854.05633,1413.626818,0,0,0
139.30104,9.89927,854.0344,1378.978606,0,0,0
137.8835,9.94371,853.87408,1371.073538,0,0,0
137.3596,9.97998,854.06655,1370.846061,0,0,0
138.50028,9.94972,854.00353,1378.039006,0,0,0
140.39066,9.94199,853.90176,1395.762538,0,0,0
139.04529,9.92046,853.82788,1379.393238,0,0,0
138.96021,9.95649,854.05973,1383.555941,0,0,0
142.61164,9.96627,853.85854,1421.306109,0,0,0
