V,I,G,P,no_module_fault,fault,partial_shading
137.35292,9.85585,832.97026,1353.729777,0,0,0
133.90485,9.85018,832.95621,1318.986875,0,0,0
138.63238,9.83363,832.85508,1363.259531,0,0,0
139.00844,9.83497,832.92513,1367.143837,0,0,0
137.28201,9.83401,833.01369,1350.032659,0,0,0
139.44185,9.83026,833.11631,1370.74964,0,0,0
138.9307,9.73785,832.46185,1352.886317,0,0,0
137.75904,9.77597,832.5898,1346.728242,0,0,0
140.5341,9.7249,832.74352,1366.680069,0,0,0
139.3923,9.7251,832.33495,1355.604057,0,0,0
136.55782,9.76958,832.59534,1334.112547,0,0,0
138.97256,9.76843,832.30089,1357.543724,0,0,0
138.4355,9.72592,832.59534,1346.412598,0,0,0
142.73124,9.74248,832.5798,1390.556251,0,0,0
138.06404,9.75405,832.50421,1346.683549,0,0,0
139.0834,9.77873,832.45588,1360.059016,0,0,0
140.1059,9.74847,832.96302,1365.818163,0,0,0
138.65865,9.7387,833.29707,1350.354995,0,0,0
140.2496,9.74453,832.9313,1366.666435,0,0,0
138.96846,9.76951,833.27237,1357.65376,0,0,0
135.86502,9.73637,833.07714,1322.832105,0,0,0
140.95915,9.7486,833.25875,1374.15437,0,0,0
137.76066,9.78312,832.96835,1347.729068,0,0,0
139.37145,9.7489,833.08757,1358.718329,0,0,0
138.99994,9.73561,832.89447,1353.249206,0,0,0
138.38463,9.76655,833.01476,1351.540408,0,0,0
135.48967,9.76307,832.92278,1322.795132,0,0,0
139.78871,9.74573,832.86147,1362.343025,0,0,0
137.95816,9.76054,832.93705,1346.546139,0,0,0
138.79997,9.74343,832.83911,1352.387792,0,0,0
139.0505,9.76705,833.02328,1358.113186,0,0,0
141.58519,9.77992,833.18444,1384.691831,0,0,0
138.51071,9.74749,833.29579,1350.131761,0,0,0
138.86379,9.76448,832.97026,1355.9327,0,0,0
137.90739,9.78656,833.04073,1349.638947,0,0,0
141.33638,9.76423,832.85742,1380.040922,0,0,0
138.79911,9.72483,833.07969,1349.797749,0,0,0
141.77408,9.75506,833.19275,1383.014657,0,0,0
140.16269,9.7309,833.01668,1363.90912,0,0,0
137.44802,9.74543,833.18253,1339.490058,0,0,0
137.79356,9.77203,833.09524,1346.522802,0,0,0
139.25822,9.75873,833.03903,1358.983369,0,0,0
138.09132,9.76685,833.15421,1348.717209,0,0,0
140.00468,9.76256,833.00049,1366.804089,0,0,0
137.96003,9.74646,833.1012,1344.621914,0,0,0
137.29891,9.75005,833.06735,1338.671237,0,0,0
140.76849,9.70388,832.76715,1366.000535,0,0,0
141.60028,9.71918,832.48739,1376.238609,0,0,0
138.81211,9.76419,832.27683,1355.387816,0,0,0
136.07001,9.79017,832.84358,1332.14853,0,0,0
139.66668,9.72458,832.44779,1358.199803,0,0,0
140.55875,9.73009,832.77013,1367.649288,0,0,0
138.26341,9.76137,832.76417,1349.640302,0,0,0
136.12072,9.77799,832.64154,1330.987039,0,0,0
138.55464,9.73127,832.75714,1348.312612,0,0,0
138.55869,9.72838,832.68369,1347.951589,0,0,0
138.33305,9.77295,833.72607,1351.921981,0,0,0
139.12501,9.71204,833.18998,1351.187662,0,0,0
137.55603,9.73553,833.20552,1339.180857,0,0,0
138.99169,9.77473,833.58194,1358.606242,0,0,0
139.05906,9.77722,833.19509,1359.611023,0,0,0
140.58177,9.7482,833.28855,1370.41921,0,0,0
137.31486,9.74991,833.34923,1338.807527,0,0,0
135.39907,9.75009,833.31559,1320.153118,0,0,0
139.29968,9.75497,833.5566,1358.864199,0,0,0
138.10615,9.74895,833.28515,1346.389951,0,0,0
136.44248,9.75819,832.71989,1331.431644,0,0,0
136.94588,9.79409,832.86615,1341.260274,0,0,0
138.72754,9.75958,832.7878,1353.922525,0,0,0
140.06582,9.72954,832.7086,1362.775998,0,0,0
139.81437,9.73914,832.61173,1361.671723,0,0,0
136.88302,9.7778,832.66432,1338.414793,0,0,0
138.96831,9.75867,832.84422,1356.145878,0,0,0
139.06928,9.75876,832.79504,1357.143727,0,0,0
138.76337,9.75689,833.02562,1353.898937,0,0,0
136.97215,9.76492,832.82953,1337.522087,0,0,0
135.57146,9.75236,832.7316,1322.141684,0,0,0
136.45979,9.74809,832.69689,1330.222314,0,0,0
138.66837,9.78009,832.67901,1356.189139,0,0,0
133.24829,9.75392,832.51763,1299.693161,0,0,0
138.08429,9.75787,832.67177,1347.408551,0,0,0
138.77491,9.79751,832.69029,1359.648568,0,0,0
137.98488,9.78085,832.72287,1349.609414,0,0,0
137.3931,9.71917,832.8702,1335.346896,0,0,0
139.30671,9.73135,832.64814,1355.642352,0,0,0
137.92111,9.78175,832.62301,1349.109818,0,0,0
137.33758,9.80306,832.64537,1346.328537,0,0,0
140.12524,9.72177,832.69838,1362.265354,0,0,0
140.61741,9.69347,832.67411,1363.070645,0,0,0
139.90932,9.77274,832.4991,1367.297408,0,0,0
136.87983,9.7841,832.83975,1339.245945,0,0,0
138.41697,9.6983,832.94791,1342.4093,0,0,0
141.05274,9.69285,832.57511,1367.203051,0,0,0
138.52468,9.79496,832.96962,1356.8437,0,0,0
137.66444,9.77305,832.62323,1345.401455,0,0,0
138.63324,9.71242,832.735,1346.464253,0,0,0
140.18279,9.80073,833.18785,1373.893675,0,0,0
136.7003,9.83231,832.78333,1344.079727,0,0,0
136.41671,9.84216,832.64707,1342.635086,0,0,0
139.0791,9.85141,833.05798,1370.125237,0,0,0
139.54151,9.80708,832.62003,1368.494752,0,0,0
141.80202,9.8332,832.93577,1394.367623,0,0,0
137.02145,9.88135,832.75331,1353.956905,0,0,0
136.53125,9.82382,832.86509,1341.258424,0,0,0
137.24344,9.82413,832.89489,1348.297396,0,0,0
139.76365,9.83811,833.16699,1375.010163,0,0,0
137.661,9.83173,832.61812,1353.445784,0,0,0
135.24845,9.84506,832.58448,1331.529105,0,0,0
139.03572,9.83865,832.66198,1367.923787,0,0,0
137.15937,9.83009,832.38541,1348.288951,0,0,0
136.22352,9.81283,832.74182,1336.738244,0,0,0
137.18361,9.83186,832.56106,1348.770048,0,0,0
135.77053,9.84059,832.4331,1336.06212,0,0,0
139.84337,9.83249,832.83187,1375.008537,0,0,0
136.5271,9.83523,832.45439,1342.77543,0,0,0
138.3205,9.82632,832.66687,1359.181496,0,0,0
139.63135,9.86286,832.13951,1377.164457,0,0,0
136.54831,9.85047,832.01858,1345.065031,0,0,0
134.64806,9.82283,832.18209,1322.625003,0,0,0
136.57058,9.83716,832.1955,1343.466647,0,0,0
135.82195,9.87244,832.24745,1340.894052,0,0,0
136.5352,9.84886,832.17655,1344.71607,0,0,0
139.3553,9.83559,832.27066,1370.641595,0,0,0
137.85541,9.854,832.2334,1358.42721,0,0,0
137.22294,9.85781,832.20572,1352.71767,0,0,0
138.68796,9.83784,832.15271,1364.38996,0,0,0
136.97741,9.84254,831.99133,1348.205637,0,0,0
136.47942,9.79537,832.10949,1336.866416,0,0,0
136.85893,9.83674,832.06308,1346.245711,0,0,0
135.49347,9.87625,832.01113,1338.167383,0,0,0
137.3063,9.83668,832.07053,1350.638135,0,0,0
137.39614,9.80212,832.23532,1346.773452,0,0,0
138.35461,9.81093,832.42459,1357.387394,0,0,0
136.57589,9.87521,831.86742,1348.715595,0,0,0
139.27371,9.81568,832.12652,1367.06617,0,0,0
136.50144,9.81093,832.30344,1339.206073,0,0,0
139.10178,9.76377,831.75202,1358.157787,0,0,0
134.55448,9.73053,831.72243,1309.286404,0,0,0
139.26485,9.71845,831.72818,1353.438481,0,0,0
140.1757,9.76211,831.68538,1368.410603,0,0,0
139.0087,9.7901,831.76863,1360.909074,0,0,0
139.03805,9.75433,831.65898,1356.223022,0,0,0
139.81174,9.74016,831.75649,1361.788717,0,0,0
136.39394,9.76776,831.63705,1332.263271,0,0,0
139.44539,9.78047,831.66856,1363.841454,0,0,0
138.45842,9.7157,831.75777,1345.220471,0,0,0
138.38483,9.73968,832.12631,1347.823961,0,0,0
140.37669,9.71987,832.16506,1364.443178,0,0,0
139.70383,9.75456,832.23766,1362.749392,0,0,0
138.67485,9.77439,832.17804,1355.462067,0,0,0
139.32594,9.73463,831.9958,1356.286475,0,0,0
138.20353,9.72167,832.20061,1343.569111,0,0,0
139.63565,9.76481,832.50358,1363.515591,0,0,0
137.57997,9.79109,832.22297,1347.057868,0,0,0
